date,sku_id,category,supplier_id,units_sold,price,promo_flag,is_black_friday_week,is_christmas_peak
4/19/21,1,Storage,SUP_D,15,295.77,0,0,0
4/20/21,1,Storage,SUP_D,18,284.26,0,0,0
4/21/21,1,Storage,SUP_D,15,292.96,0,0,0
4/22/21,1,Storage,SUP_D,15,292.21,0,0,0
4/23/21,1,Storage,SUP_D,13,299.15,0,0,0
4/24/21,1,Storage,SUP_D,15,295.33,0,0,0
4/25/21,1,Storage,SUP_D,15,291.6,0,0,0
4/26/21,1,Storage,SUP_D,14,296.89,0,0,0
4/27/21,1,Storage,SUP_D,10,298.94,0,0,0
4/28/21,1,Storage,SUP_D,12,279.41,0,0,0
4/29/21,1,Storage,SUP_D,22,296.4,0,0,0
4/30/21,1,Storage,SUP_D,9,289.44,0,0,0
5/1/21,1,Storage,SUP_D,14,292.49,0,0,0
5/2/21,1,Storage,SUP_D,21,273.71,0,0,0
5/3/21,1,Storage,SUP_D,20,274.72,0,0,0
5/4/21,1,Storage,SUP_D,20,273.18,0,0,0
5/5/21,1,Storage,SUP_D,16,286.25,0,0,0
5/6/21,1,Storage,SUP_D,17,278.3,0,0,0
5/7/21,1,Storage,SUP_D,18,285.24,0,0,0
5/8/21,1,Storage,SUP_D,15,279.57,0,0,0
5/9/21,1,Storage,SUP_D,24,288.79,0,0,0
5/10/21,1,Storage,SUP_D,17,294.82,0,0,0
5/11/21,1,Storage,SUP_D,17,292.78,0,0,0
5/12/21,1,Storage,SUP_D,14,289.62,0,0,0
5/13/21,1,Storage,SUP_D,19,282.17,0,0,0
5/14/21,1,Storage,SUP_D,15,297.5,0,0,0
5/15/21,1,Storage,SUP_D,18,281.13,0,0,0
5/16/21,1,Storage,SUP_D,15,281.6,0,0,0
5/17/21,1,Storage,SUP_D,17,285.22,0,0,0
5/18/21,1,Storage,SUP_D,21,293.4,0,0,0
5/19/21,1,Storage,SUP_D,14,298.41,0,0,0
5/20/21,1,Storage,SUP_D,15,278.81,0,0,0
5/21/21,1,Storage,SUP_D,11,288.72,0,0,0
5/22/21,1,Storage,SUP_D,20,290.36,0,0,0
5/23/21,1,Storage,SUP_D,17,280.16,0,0,0
5/24/21,1,Storage,SUP_D,17,293.34,0,0,0
5/25/21,1,Storage,SUP_D,12,281.3,0,0,0
5/26/21,1,Storage,SUP_D,14,287.12,0,0,0
5/27/21,1,Storage,SUP_D,23,284.46,0,0,0
5/28/21,1,Storage,SUP_D,12,290.79,0,0,0
5/29/21,1,Storage,SUP_D,19,274.01,0,0,0
5/30/21,1,Storage,SUP_D,15,276.84,0,0,0
5/31/21,1,Storage,SUP_D,14,283.94,0,0,0
6/1/21,1,Storage,SUP_D,11,286.31,0,0,0
6/2/21,1,Storage,SUP_D,12,294.52,0,0,0
6/3/21,1,Storage,SUP_D,15,273.51,0,0,0
6/4/21,1,Storage,SUP_D,11,279.4,0,0,0
6/5/21,1,Storage,SUP_D,19,295.16,0,0,0
6/6/21,1,Storage,SUP_D,15,296.41,0,0,0
6/7/21,1,Storage,SUP_D,13,206.08,1,0,0
6/8/21,1,Storage,SUP_D,16,234.11,1,0,0
6/9/21,1,Storage,SUP_D,15,222.64,1,0,0
6/10/21,1,Storage,SUP_D,14,214.84,1,0,0
6/11/21,1,Storage,SUP_D,15,221.69,1,0,0
6/12/21,1,Storage,SUP_D,15,225.02,1,0,0
6/13/21,1,Storage,SUP_D,13,231.99,1,0,0
6/14/21,1,Storage,SUP_D,12,296.76,0,0,0
6/15/21,1,Storage,SUP_D,15,287.85,0,0,0
6/16/21,1,Storage,SUP_D,16,271.54,0,0,0
6/17/21,1,Storage,SUP_D,11,290.41,0,0,0
6/18/21,1,Storage,SUP_D,11,293.26,0,0,0
6/19/21,1,Storage,SUP_D,13,299.99,0,0,0
6/20/21,1,Storage,SUP_D,9,288.21,0,0,0
6/21/21,1,Storage,SUP_D,21,276.5,0,0,0
6/22/21,1,Storage,SUP_D,11,288.52,0,0,0
6/23/21,1,Storage,SUP_D,12,286.28,0,0,0
6/24/21,1,Storage,SUP_D,9,286.03,0,0,0
6/25/21,1,Storage,SUP_D,15,271.85,0,0,0
6/26/21,1,Storage,SUP_D,15,283.6,0,0,0
6/27/21,1,Storage,SUP_D,15,282.85,0,0,0
6/28/21,1,Storage,SUP_D,13,280.94,0,0,0
6/29/21,1,Storage,SUP_D,7,278.85,0,0,0
6/30/21,1,Storage,SUP_D,8,287.99,0,0,0
7/1/21,1,Storage,SUP_D,10,293.95,0,0,0
7/2/21,1,Storage,SUP_D,13,274.27,0,0,0
7/3/21,1,Storage,SUP_D,16,285.96,0,0,0
7/4/21,1,Storage,SUP_D,15,294.29,0,0,0
7/5/21,1,Storage,SUP_D,9,286.21,0,0,0
7/6/21,1,Storage,SUP_D,21,295.79,0,0,0
7/7/21,1,Storage,SUP_D,10,274.46,0,0,0
7/8/21,1,Storage,SUP_D,10,288.32,0,0,0
7/9/21,1,Storage,SUP_D,15,280.88,0,0,0
7/10/21,1,Storage,SUP_D,12,282.89,0,0,0
7/11/21,1,Storage,SUP_D,13,291.13,0,0,0
7/12/21,1,Storage,SUP_D,7,292.44,0,0,0
7/13/21,1,Storage,SUP_D,13,277.89,0,0,0
7/14/21,1,Storage,SUP_D,16,277.16,0,0,0
7/15/21,1,Storage,SUP_D,10,275.78,0,0,0
7/16/21,1,Storage,SUP_D,11,281.03,0,0,0
7/17/21,1,Storage,SUP_D,12,276.59,0,0,0
7/18/21,1,Storage,SUP_D,17,271.7,0,0,0
7/19/21,1,Storage,SUP_D,12,271.56,0,0,0
7/20/21,1,Storage,SUP_D,7,285.22,0,0,0
7/21/21,1,Storage,SUP_D,12,295.28,0,0,0
7/22/21,1,Storage,SUP_D,12,274.72,0,0,0
7/23/21,1,Storage,SUP_D,12,290.87,0,0,0
7/24/21,1,Storage,SUP_D,16,293.29,0,0,0
7/25/21,1,Storage,SUP_D,12,282.2,0,0,0
7/26/21,1,Storage,SUP_D,5,297.91,0,0,0
7/27/21,1,Storage,SUP_D,11,290.63,0,0,0
7/28/21,1,Storage,SUP_D,7,296.17,0,0,0
7/29/21,1,Storage,SUP_D,12,282.35,0,0,0
7/30/21,1,Storage,SUP_D,14,275.97,0,0,0
7/31/21,1,Storage,SUP_D,14,287.69,0,0,0
8/1/21,1,Storage,SUP_D,17,288.37,0,0,0
8/2/21,1,Storage,SUP_D,13,232.13,1,0,0
8/3/21,1,Storage,SUP_D,20,213.7,1,0,0
8/4/21,1,Storage,SUP_D,21,214.86,1,0,0
8/5/21,1,Storage,SUP_D,16,265.19,1,0,0
8/6/21,1,Storage,SUP_D,15,258.61,1,0,0
8/7/21,1,Storage,SUP_D,13,238.54,1,0,0
8/8/21,1,Storage,SUP_D,16,217.54,1,0,0
8/9/21,1,Storage,SUP_D,18,225.02,1,0,0
8/10/21,1,Storage,SUP_D,15,234.68,1,0,0
8/11/21,1,Storage,SUP_D,14,242.66,1,0,0
8/12/21,1,Storage,SUP_D,15,220.35,1,0,0
8/13/21,1,Storage,SUP_D,14,226.34,1,0,0
8/14/21,1,Storage,SUP_D,24,217.98,1,0,0
8/15/21,1,Storage,SUP_D,14,205.41,1,0,0
8/16/21,1,Storage,SUP_D,17,296.97,0,0,0
8/17/21,1,Storage,SUP_D,15,295.96,0,0,0
8/18/21,1,Storage,SUP_D,11,292.36,0,0,0
8/19/21,1,Storage,SUP_D,15,289.6,0,0,0
8/20/21,1,Storage,SUP_D,16,288.3,0,0,0
8/21/21,1,Storage,SUP_D,8,293.85,0,0,0
8/22/21,1,Storage,SUP_D,9,295.12,0,0,0
8/23/21,1,Storage,SUP_D,12,284.67,0,0,0
8/24/21,1,Storage,SUP_D,11,282.97,0,0,0
8/25/21,1,Storage,SUP_D,11,284.28,0,0,0
8/26/21,1,Storage,SUP_D,11,297.84,0,0,0
8/27/21,1,Storage,SUP_D,23,294.44,0,0,0
8/28/21,1,Storage,SUP_D,15,278.79,0,0,0
8/29/21,1,Storage,SUP_D,14,272.37,0,0,0
8/30/21,1,Storage,SUP_D,12,272.51,0,0,0
8/31/21,1,Storage,SUP_D,12,284.35,0,0,0
9/1/21,1,Storage,SUP_D,13,295.38,0,0,0
9/2/21,1,Storage,SUP_D,13,290.4,0,0,0
9/3/21,1,Storage,SUP_D,11,291.09,0,0,0
9/4/21,1,Storage,SUP_D,22,280.76,0,0,0
9/5/21,1,Storage,SUP_D,20,293.51,0,0,0
9/6/21,1,Storage,SUP_D,18,273.78,0,0,0
9/7/21,1,Storage,SUP_D,8,276.35,0,0,0
9/8/21,1,Storage,SUP_D,21,286.49,0,0,0
9/9/21,1,Storage,SUP_D,17,287.76,0,0,0
9/10/21,1,Storage,SUP_D,16,296.89,0,0,0
9/11/21,1,Storage,SUP_D,10,290.16,0,0,0
9/12/21,1,Storage,SUP_D,15,288.12,0,0,0
9/13/21,1,Storage,SUP_D,13,279.64,0,0,0
9/14/21,1,Storage,SUP_D,15,288.88,0,0,0
9/15/21,1,Storage,SUP_D,10,279.31,0,0,0
9/16/21,1,Storage,SUP_D,19,294.5,0,0,0
9/17/21,1,Storage,SUP_D,17,282.79,0,0,0
9/18/21,1,Storage,SUP_D,15,285.08,0,0,0
9/19/21,1,Storage,SUP_D,13,278.7,0,0,0
9/20/21,1,Storage,SUP_D,20,277.84,0,0,0
9/21/21,1,Storage,SUP_D,12,289.59,0,0,0
9/22/21,1,Storage,SUP_D,12,283.96,0,0,0
9/23/21,1,Storage,SUP_D,14,297.21,0,0,0
9/24/21,1,Storage,SUP_D,18,274.49,0,0,0
9/25/21,1,Storage,SUP_D,15,287.04,0,0,0
9/26/21,1,Storage,SUP_D,16,273.51,0,0,0
9/27/21,1,Storage,SUP_D,13,291.31,0,0,0
9/28/21,1,Storage,SUP_D,18,288.56,0,0,0
9/29/21,1,Storage,SUP_D,19,285.14,0,0,0
9/30/21,1,Storage,SUP_D,10,284,0,0,0
10/1/21,1,Storage,SUP_D,29,282.71,0,0,0
10/2/21,1,Storage,SUP_D,34,280.73,0,0,0
10/3/21,1,Storage,SUP_D,24,292.71,0,0,0
10/4/21,1,Storage,SUP_D,20,275.03,0,0,0
10/5/21,1,Storage,SUP_D,15,273.47,0,0,0
10/6/21,1,Storage,SUP_D,20,299.78,0,0,0
10/7/21,1,Storage,SUP_D,11,296.6,0,0,0
10/8/21,1,Storage,SUP_D,22,298.91,0,0,0
10/9/21,1,Storage,SUP_D,26,290.09,0,0,0
10/10/21,1,Storage,SUP_D,27,282.1,0,0,0
10/11/21,1,Storage,SUP_D,12,291.82,0,0,0
10/12/21,1,Storage,SUP_D,19,284.05,0,0,0
10/13/21,1,Storage,SUP_D,17,290.52,0,0,0
10/14/21,1,Storage,SUP_D,22,280.59,0,0,0
10/15/21,1,Storage,SUP_D,17,282.93,0,0,0
10/16/21,1,Storage,SUP_D,30,290.33,0,0,0
10/17/21,1,Storage,SUP_D,17,287.24,0,0,0
10/18/21,1,Storage,SUP_D,17,256.83,1,0,0
10/19/21,1,Storage,SUP_D,21,227.24,1,0,0
10/20/21,1,Storage,SUP_D,21,241.45,1,0,0
10/21/21,1,Storage,SUP_D,28,199.08,1,0,0
10/22/21,1,Storage,SUP_D,18,233.15,1,0,0
10/23/21,1,Storage,SUP_D,28,225.73,1,0,0
10/24/21,1,Storage,SUP_D,37,237.56,1,0,0
10/25/21,1,Storage,SUP_D,24,279.94,0,0,0
10/26/21,1,Storage,SUP_D,18,276.1,0,0,0
10/27/21,1,Storage,SUP_D,17,290.96,0,0,0
10/28/21,1,Storage,SUP_D,22,279.51,0,0,0
10/29/21,1,Storage,SUP_D,24,276.66,0,0,0
10/30/21,1,Storage,SUP_D,26,294.64,0,0,0
10/31/21,1,Storage,SUP_D,22,275.73,0,0,0
11/1/21,1,Storage,SUP_D,21,300.37,0,0,0
11/2/21,1,Storage,SUP_D,18,288.27,0,0,0
11/3/21,1,Storage,SUP_D,19,294.42,0,0,0
11/4/21,1,Storage,SUP_D,27,291.22,0,0,0
11/5/21,1,Storage,SUP_D,22,291.08,0,0,0
11/6/21,1,Storage,SUP_D,19,300.77,0,0,0
11/7/21,1,Storage,SUP_D,28,290.95,0,0,0
11/8/21,1,Storage,SUP_D,21,285.87,0,0,0
11/9/21,1,Storage,SUP_D,28,298.59,0,0,0
11/10/21,1,Storage,SUP_D,26,290.52,0,0,0
11/11/21,1,Storage,SUP_D,20,299.92,0,0,0
11/12/21,1,Storage,SUP_D,32,314.18,0,0,0
11/13/21,1,Storage,SUP_D,27,311.47,0,0,0
11/14/21,1,Storage,SUP_D,31,294.04,0,0,0
11/15/21,1,Storage,SUP_D,18,302.35,0,0,0
11/16/21,1,Storage,SUP_D,26,301.26,0,0,0
11/17/21,1,Storage,SUP_D,14,306.44,0,0,0
11/18/21,1,Storage,SUP_D,24,310.79,0,0,0
11/19/21,1,Storage,SUP_D,29,305.52,0,0,0
11/20/21,1,Storage,SUP_D,21,302.96,0,0,0
11/21/21,1,Storage,SUP_D,24,313.47,0,0,0
11/22/21,1,Storage,SUP_D,25,305.18,0,1,0
11/23/21,1,Storage,SUP_D,27,291.02,0,1,0
11/24/21,1,Storage,SUP_D,25,295.36,0,1,0
11/25/21,1,Storage,SUP_D,24,294.98,0,1,0
11/26/21,1,Storage,SUP_D,29,306.38,0,1,0
11/27/21,1,Storage,SUP_D,31,293.49,0,1,0
11/28/21,1,Storage,SUP_D,31,298.74,0,1,0
11/29/21,1,Storage,SUP_D,9,309.33,0,1,0
11/30/21,1,Storage,SUP_D,18,307.76,0,1,0
12/1/21,1,Storage,SUP_D,20,312.62,0,0,1
12/2/21,1,Storage,SUP_D,14,300.01,0,0,1
12/3/21,1,Storage,SUP_D,21,305.01,0,0,1
12/4/21,1,Storage,SUP_D,21,309.18,0,0,1
12/5/21,1,Storage,SUP_D,27,294.07,0,0,1
12/6/21,1,Storage,SUP_D,19,293.56,0,0,1
12/7/21,1,Storage,SUP_D,14,303.49,0,0,1
12/8/21,1,Storage,SUP_D,18,292.1,0,0,1
12/9/21,1,Storage,SUP_D,21,306.69,0,0,1
12/10/21,1,Storage,SUP_D,24,305.87,0,0,1
12/11/21,1,Storage,SUP_D,23,309.27,0,0,1
12/12/21,1,Storage,SUP_D,24,287.08,0,0,1
12/13/21,1,Storage,SUP_D,33,247.59,1,0,1
12/14/21,1,Storage,SUP_D,22,260.13,1,0,1
12/15/21,1,Storage,SUP_D,29,270.06,1,0,1
12/16/21,1,Storage,SUP_D,41,219.15,1,0,1
12/17/21,1,Storage,SUP_D,25,216.08,1,0,1
12/18/21,1,Storage,SUP_D,25,231.07,1,0,1
12/19/21,1,Storage,SUP_D,43,234.81,1,0,1
12/20/21,1,Storage,SUP_D,36,295.87,0,0,1
12/21/21,1,Storage,SUP_D,25,289.14,0,0,1
12/22/21,1,Storage,SUP_D,23,286.28,0,0,1
12/23/21,1,Storage,SUP_D,22,308.79,0,0,1
12/24/21,1,Storage,SUP_D,14,290.18,0,0,1
12/25/21,1,Storage,SUP_D,28,294.25,0,0,0
12/26/21,1,Storage,SUP_D,28,306.47,0,0,0
12/27/21,1,Storage,SUP_D,20,290.7,0,0,0
12/28/21,1,Storage,SUP_D,21,300.64,0,0,0
12/29/21,1,Storage,SUP_D,16,301.58,0,0,0
12/30/21,1,Storage,SUP_D,21,290.55,0,0,0
12/31/21,1,Storage,SUP_D,24,306.81,0,0,0
1/1/22,1,Storage,SUP_D,24,275.05,0,0,0
1/2/22,1,Storage,SUP_D,15,274.28,0,0,0
1/3/22,1,Storage,SUP_D,16,294.16,0,0,0
1/4/22,1,Storage,SUP_D,13,279.41,0,0,0
1/5/22,1,Storage,SUP_D,7,291.29,0,0,0
1/6/22,1,Storage,SUP_D,16,283.06,0,0,0
1/7/22,1,Storage,SUP_D,9,297.95,0,0,0
1/8/22,1,Storage,SUP_D,17,284.64,0,0,0
1/9/22,1,Storage,SUP_D,16,296.41,0,0,0
1/10/22,1,Storage,SUP_D,15,287.99,0,0,0
1/11/22,1,Storage,SUP_D,17,294.45,0,0,0
1/12/22,1,Storage,SUP_D,13,272.75,0,0,0
1/13/22,1,Storage,SUP_D,22,284.16,0,0,0
1/14/22,1,Storage,SUP_D,20,287.57,0,0,0
1/15/22,1,Storage,SUP_D,19,273.74,0,0,0
1/16/22,1,Storage,SUP_D,20,284.85,0,0,0
1/17/22,1,Storage,SUP_D,11,289.44,0,0,0
1/18/22,1,Storage,SUP_D,14,289.49,0,0,0
1/19/22,1,Storage,SUP_D,16,279.81,0,0,0
1/20/22,1,Storage,SUP_D,20,290.82,0,0,0
1/21/22,1,Storage,SUP_D,11,295.88,0,0,0
1/22/22,1,Storage,SUP_D,13,294.3,0,0,0
1/23/22,1,Storage,SUP_D,20,282.32,0,0,0
1/24/22,1,Storage,SUP_D,12,295.55,0,0,0
1/25/22,1,Storage,SUP_D,14,285.17,0,0,0
1/26/22,1,Storage,SUP_D,13,289.26,0,0,0
1/27/22,1,Storage,SUP_D,8,298.66,0,0,0
1/28/22,1,Storage,SUP_D,17,295.85,0,0,0
1/29/22,1,Storage,SUP_D,13,282.64,0,0,0
1/30/22,1,Storage,SUP_D,20,297.31,0,0,0
1/31/22,1,Storage,SUP_D,19,235.34,1,0,0
2/1/22,1,Storage,SUP_D,22,242.73,1,0,0
2/2/22,1,Storage,SUP_D,27,217.41,1,0,0
2/3/22,1,Storage,SUP_D,20,224.89,1,0,0
2/4/22,1,Storage,SUP_D,26,196.61,1,0,0
2/5/22,1,Storage,SUP_D,22,217.45,1,0,0
2/6/22,1,Storage,SUP_D,21,249.52,1,0,0
2/7/22,1,Storage,SUP_D,21,214,1,0,0
2/8/22,1,Storage,SUP_D,18,210.42,1,0,0
2/9/22,1,Storage,SUP_D,21,227.07,1,0,0
2/10/22,1,Storage,SUP_D,19,222.75,1,0,0
2/11/22,1,Storage,SUP_D,23,266.31,1,0,0
2/12/22,1,Storage,SUP_D,22,240.37,1,0,0
2/13/22,1,Storage,SUP_D,23,212.57,1,0,0
2/14/22,1,Storage,SUP_D,17,283.77,0,0,0
2/15/22,1,Storage,SUP_D,16,284.19,0,0,0
2/16/22,1,Storage,SUP_D,17,283.89,0,0,0
2/17/22,1,Storage,SUP_D,13,274.45,0,0,0
2/18/22,1,Storage,SUP_D,9,292.23,0,0,0
2/19/22,1,Storage,SUP_D,33,284.14,0,0,0
2/20/22,1,Storage,SUP_D,24,287.52,0,0,0
2/21/22,1,Storage,SUP_D,11,297.26,0,0,0
2/22/22,1,Storage,SUP_D,17,276.32,0,0,0
2/23/22,1,Storage,SUP_D,17,295.04,0,0,0
2/24/22,1,Storage,SUP_D,12,288.18,0,0,0
2/25/22,1,Storage,SUP_D,10,291.09,0,0,0
2/26/22,1,Storage,SUP_D,26,273.84,0,0,0
2/27/22,1,Storage,SUP_D,25,283.16,0,0,0
2/28/22,1,Storage,SUP_D,12,289.01,0,0,0
3/1/22,1,Storage,SUP_D,14,285.22,0,0,0
3/2/22,1,Storage,SUP_D,19,290.27,0,0,0
3/3/22,1,Storage,SUP_D,16,298.88,0,0,0
3/4/22,1,Storage,SUP_D,12,291.58,0,0,0
3/5/22,1,Storage,SUP_D,15,299.74,0,0,0
3/6/22,1,Storage,SUP_D,17,294.88,0,0,0
3/7/22,1,Storage,SUP_D,17,290.65,0,0,0
3/8/22,1,Storage,SUP_D,14,282.9,0,0,0
3/9/22,1,Storage,SUP_D,19,292.08,0,0,0
3/10/22,1,Storage,SUP_D,12,288.26,0,0,0
3/11/22,1,Storage,SUP_D,18,271.73,0,0,0
3/12/22,1,Storage,SUP_D,22,288.88,0,0,0
3/13/22,1,Storage,SUP_D,15,286.67,0,0,0
3/14/22,1,Storage,SUP_D,20,292.68,0,0,0
3/15/22,1,Storage,SUP_D,12,291.74,0,0,0
3/16/22,1,Storage,SUP_D,9,297.47,0,0,0
3/17/22,1,Storage,SUP_D,18,276.66,0,0,0
3/18/22,1,Storage,SUP_D,13,274.93,0,0,0
3/19/22,1,Storage,SUP_D,13,278.23,0,0,0
3/20/22,1,Storage,SUP_D,14,275.14,0,0,0
3/21/22,1,Storage,SUP_D,8,279.5,0,0,0
3/22/22,1,Storage,SUP_D,18,298.02,0,0,0
3/23/22,1,Storage,SUP_D,13,292.53,0,0,0
3/24/22,1,Storage,SUP_D,14,283.3,0,0,0
3/25/22,1,Storage,SUP_D,11,282.07,0,0,0
3/26/22,1,Storage,SUP_D,19,280.57,0,0,0
3/27/22,1,Storage,SUP_D,17,274.67,0,0,0
3/28/22,1,Storage,SUP_D,14,289.33,0,0,0
3/29/22,1,Storage,SUP_D,10,271.94,0,0,0
3/30/22,1,Storage,SUP_D,13,280.36,0,0,0
3/31/22,1,Storage,SUP_D,16,299.69,0,0,0
4/1/22,1,Storage,SUP_D,13,278.92,0,0,0
4/2/22,1,Storage,SUP_D,19,285,0,0,0
4/3/22,1,Storage,SUP_D,12,289.02,0,0,0
4/4/22,1,Storage,SUP_D,14,283.3,0,0,0
4/5/22,1,Storage,SUP_D,17,280.15,0,0,0
4/6/22,1,Storage,SUP_D,13,290.63,0,0,0
4/7/22,1,Storage,SUP_D,21,291.61,0,0,0
4/8/22,1,Storage,SUP_D,20,290.79,0,0,0
